Brand,Average Price 
Lloyd-Navarro,334.0
Mcknight PLC,622.0
"Noble, Holt and Alvarado",303.0
Davila-Olson,661.0
"Fuentes, Underwood and Pittman",394.0
Guerrero Inc,184.0
Lawrence-Rollins,955.0
"Stevens, Tran and Villanueva",867.0
Cooley-Marsh,549.0
"Keith, Rosario and Bridges",739.0
"Sharp, Reeves and Kaufman",945.0
"Mcneil, Coleman and Marquez",635.0
Wood-Evans,95.0
Bauer Inc,591.0
"Gilbert, Hale and Yates",521.0
"Trevino, Kaufman and Hamilton",951.0
"Ayers, Meza and Morrow",825.0
Strickland-Cross,248.0
"Gallagher, Brewer and Shields",402.0
Hodge Ltd,74.0
"Jennings, Molina and Barnes",411.0
Daniels-Hubbard,5.0
Sanford Ltd,660.0
Wilkerson LLC,470.0
Brady-Carter,436.0
Woodard-Bell,790.0
Holland Group,497.0
Gutierrez Group,959.0
Strong-Terrell,661.0
Bass PLC,164.0
Simmons-Stanley,768.0
Stein Ltd,528.0
Rangel-Doyle,764.0
Alexander-Wagner,361.0
"Conway, Pearson and Compton",375.0
Nguyen and Sons,348.0
"Gaines, Ward and Winters",676.0
Dorsey-Schroeder,834.0
"Carrillo, Vega and Mathis",715.0
Mahoney-Banks,306.0
"Ross, Simmons and Best",838.0
Smith-Russell,595.0
"Walters, Davidson and Duffy",519.0
Maddox Group,698.0
Mejia-Robles,152.0
Sullivan-Patel,563.0
David Inc,442.6666666666667
Holloway PLC,146.0
Castro PLC,495.0
"Horton, Garrett and Parrish",688.0
"Benitez, Stein and Nolan",562.0
Hansen-Frederick,38.0
Taylor-Bradshaw,931.0
Cain PLC,27.0
"Hatfield, Cohen and Lam",595.0
Koch-Fry,288.0
Higgins LLC,107.0
"Daniels, Vargas and Carrillo",985.0
"Gordon, Fuentes and Richardson",13.0
Velazquez-Briggs,254.0
Mccoy-Marquez,308.0
Suarez Inc,886.0
Myers LLC,825.0
"Lawson, Logan and Lindsey",757.0
Sutton Group,935.0
Terrell and Sons,39.0
"Murillo, Curtis and Elliott",102.0
Kidd and Sons,573.0
Glover-Powell,357.0
Schmitt-Rubio,697.0
Peck Inc,133.0
Evans LLC,22.0
Chan Group,51.0
Hahn Inc,703.0
"Benson, Conley and Austin",336.0
"Holt, Rosales and Kennedy",767.0
Rosario-Jackson,970.0
Hayes Inc,494.5
"Mcgrath, Tate and Singh",100.0
Stein Group,161.0
Dunn-Whitney,633.0
Landry-Harris,718.0
Conrad Ltd,648.0
Wise-Holmes,573.0
Byrd Group,244.0
Jordan-Russell,730.0
"Frank, Benson and Camacho",287.0
Tran-Boyd,68.0
Cordova Ltd,457.0
"Lamb, Ali and Reed",860.0
"Lawrence, Vargas and Bush",706.0
"Aguirre, Howard and Benton",861.0
Martin-Schmidt,626.0
Huber Ltd,301.0
"Mitchell, Wiley and Mccall",937.0
Pena-Shepard,754.0
Daniel Inc,671.5
Estes-Hatfield,786.0
"Vaughan, Vargas and Whitaker",293.0
"Cooper, Esparza and Huynh",309.0
Fletcher-Hull,921.0
Mcmahon-Chavez,514.0
Hess PLC,126.0
"Rojas, Fowler and Reese",697.0
Carrillo-Oliver,656.0
Huff Inc,73.0
"Ball, Norman and Murillo",440.0
Mcmahon-Hendrix,470.0
King PLC,31.0
Costa-Wade,39.0
Shah Group,233.0
"Juarez, Butler and Cervantes",371.0
Fuentes LLC,712.5
"Haas, Franklin and Carroll",812.0
"Ramirez, Lester and Beck",209.0
Donaldson-Meadows,973.0
"Kramer, Sutton and Baker",931.0
Reyes-Rush,248.0
"Mcdaniel, Hammond and Vazquez",29.0
Guerra Ltd,417.0
"Mueller, Cook and Ramos",648.0
Burton-Marsh,993.0
Chen Ltd,723.0
Stanley LLC,273.0
Reilly Ltd,829.0
Wilkins-Stout,588.0
Love and Sons,357.0
Lowery-Benjamin,381.0
"Krueger, Vincent and Richards",984.0
"Smith, Herrera and Macias",15.0
Krueger-Combs,294.0
Curtis Group,386.0
Khan-Pace,608.0
Moreno-Andersen,760.0
Johns-Macdonald,727.0
Donovan-Cannon,841.0
Sosa-Barr,8.0
Rubio-Deleon,794.0
Norton Ltd,649.5
Mcmahon Ltd,414.0
Martin Ltd,718.0
Simon-Quinn,330.0
"Hoffman, Duarte and Craig",285.0
"Watts, Ballard and Moyer",668.0
"Hull, Jennings and Foley",131.0
"Kline, Villanueva and Michael",862.0
"Conrad, Avery and Mack",993.0
Andrews-Boyle,589.0
Cameron-Barajas,120.0
"Dennis, Paul and Moses",914.0
"Frank, Houston and Maynard",699.0
"Dodson, Jenkins and Lyons",255.0
"Saunders, Patterson and Vazquez",774.0
"Kirby, Santos and Bush",303.0
Miranda-Bowers,893.0
Barker and Sons,26.0
"Payne, Bryant and Charles",576.0
Shelton and Sons,448.0
Marshall-Blevins,676.0
"Mckinney, Carr and Cooley",592.0
"Rosales, Merritt and Aguilar",747.0
"Hayden, Villanueva and Carey",923.0
"Collins, Weber and Hernandez",338.0
Patel-Blackwell,681.0
"Holt, Harvey and Hanson",955.0
Bauer-Galloway,502.0
"Edwards, Huang and Douglas",567.0
"Hoffman, Kaiser and Foster",329.0
"Kaiser, Levy and Petty",294.0
Garrett-Erickson,501.0
"Cook, Hensley and Henderson",155.0
Mcclure-Dixon,831.0
Mcdaniel Inc,65.0
"Parker, Hansen and White",467.0
Henderson-Winters,722.0
Davidson LLC,66.0
Branch PLC,823.0
Buchanan and Sons,311.0
Velazquez Group,316.6666666666667
Burns-Vaughan,179.0
Andersen and Sons,489.0
"Tapia, Durham and Stuart",180.0
Velasquez Inc,744.0
"Mahoney, Fletcher and Merritt",582.0
Haley-Merritt,422.0
Mullins Group,871.0
Mccoy Group,903.0
"Roberson, Carney and Stevenson",917.0
Mcclure-Moss,241.0
Roy PLC,854.0
Wilkinson-Gallagher,893.0
"Frank, Holder and Hendrix",261.0
"Odom, Chang and Clayton",394.0
Stanley-Weber,735.0
Weeks LLC,136.0
Trujillo-Fernandez,942.0
Rios Group,457.0
Nolan LLC,306.0
"Barton, Best and Kelly",932.0
George and Sons,83.0
Beck Inc,811.0
Montgomery-Meyers,968.0
Herman-Pace,340.0
"Romero, Shaffer and Burns",255.0
Mclean-Casey,430.0
"Poole, Walls and Odom",916.0
"Kirby, Hughes and Gilbert",335.0
Norman-Lutz,123.0
Durham-Giles,566.0
"Mckinney, Hess and Huffman",226.0
"Franco, Alexander and Ochoa",749.0
"Stevenson, Ritter and Brady",71.0
Mcknight Group,266.0
"Vega, Stevens and Montgomery",41.0
"Carson, Huerta and Sanchez",357.0
Pearson and Sons,794.0
Fuller-Brown,88.0
Steele Inc,20.0
"Lee, Bond and Leblanc",492.0
"Barron, Love and Parrish",529.0
Rojas-Wilkins,146.0
"Barron, Duke and Espinoza",927.0
"Mora, Terrell and Rosario",328.0
Beasley-Gordon,22.0
"Bush, Howe and Watkins",119.0
Mann-Duke,415.0
Mclean Ltd,669.0
Cooley and Sons,669.0
Mueller Ltd,688.0
Short-Stevenson,271.0
"Stout, Valentine and Mcbride",786.0
Ritter-Orozco,213.0
Palmer Inc,816.5
"Reyes, Waller and Fry",875.0
Hernandez PLC,18.0
"Schmidt, Zamora and Krause",404.0
Jacobson-Bates,854.0
Mills Inc,889.0
Salinas-Chaney,730.0
"Blevins, Ashley and Doyle",249.0
"Frye, Steele and Tyler",381.0
Simmons Ltd,629.0
Lang-Cohen,258.0
"Kaiser, Griffith and Simmons",654.0
Ward-Willis,579.0
Shelton-Butler,574.0
"French, Wilkinson and Campbell",370.0
Fox-Lambert,34.0
"Craig, Griffith and Mercado",186.0
Schaefer Group,310.0
Hopkins-Lucas,999.0
"Reid, Andrade and Gates",1.0
"Bird, Hines and Mathews",257.0
Rodriguez-Randall,163.0
Avery-Lucero,2.0
"Maddox, Murillo and Waters",65.0
Mccullough Inc,560.0
"Hurley, Keller and Crawford",354.0
"Harris, George and Bush",558.0
Carr-Montoya,842.0
Rose PLC,131.0
"Grimes, Patterson and Contreras",141.0
Owen and Sons,574.0
Mccann-Fischer,15.0
Rice-Tanner,768.0
Carey Ltd,556.5
Gordon-Hayes,810.0
"Kramer, Mcdowell and Mayer",528.0
"Stanley, Irwin and Kidd",631.0
"Sexton, Dunn and Paul",585.0
Poole and Sons,647.0
"Burke, Frank and Valentine",710.0
"Bentley, Aguilar and Lindsey",202.0
Murray-Burnett,699.0
"Briggs, Gordon and Pitts",815.0
Dickson Group,756.0
Riggs-Curry,152.0
Collier-Moon,905.0
Horn-Krueger,538.0
Conner-Jackson,128.0
"Cantrell, Welch and English",827.0
"Nicholson, Mccoy and Jordan",561.0
Singh-Yang,304.0
Adams Group,491.0
Dickerson PLC,883.0
Roberts Ltd,780.0
Clements-Weaver,320.0
Richards Ltd,808.0
Randolph-Woodard,922.0
"Rosales, Clements and Parker",190.0
"Burch, Booth and Spence",390.0
Hunter-Hogan,434.0
Santiago Inc,166.5
Mcmillan-Andrade,375.0
Lam-Neal,226.0
Bradford and Sons,637.0
Gay and Sons,577.5
Waters-Murillo,128.0
Haney-Bowen,249.0
Welch-Leonard,150.0
Griffin-Gardner,942.0
"Conner, Spears and Carpenter",154.0
Washington Ltd,658.0
Willis-Walls,369.0
"Dennis, Craig and Raymond",975.0
Wade PLC,685.5
"Li, Navarro and Peck",930.0
"Long, Li and Hess",387.0
Richard LLC,888.0
Mcpherson PLC,515.5
Horton-Skinner,372.0
Eaton-Walsh,161.0
Reed and Sons,63.0
"Mckinney, Strong and Krause",993.0
"Dunn, Mason and Bolton",152.0
Tran-Moreno,872.0
Nelson-Velez,534.0
Matthews Ltd,701.0
"Mendez, Frazier and Chandler",242.0
Morrow-Burton,962.0
Chapman-Krueger,670.0
Mckinney-Douglas,913.0
Sanford-Brown,945.0
"Werner, Cannon and Blackburn",794.0
"Watts, Baxter and Cooper",294.0
Friedman-Richmond,306.0
"Mccullough, Bennett and Zamora",616.0
"Duarte, Phelps and Vaughn",861.0
Collier Group,480.0
Ray-Bryant,407.0
Craig-Wang,277.0
Ramirez-Mcdowell,130.0
"Parker, Paul and Stark",633.0
Rubio Group,568.5
Shannon Group,380.0
Munoz and Sons,748.0
"Burke, Burnett and Becker",681.0
Gibson and Sons,7.0
Guzman PLC,690.0
Woodard and Sons,943.0
Santana-Leach,533.0
Vaughn-Leonard,531.0
Swanson-Stanton,698.0
Carroll-Sparks,663.0
Frank-Bartlett,904.0
"Hawkins, Duke and Wells",366.0
Delacruz PLC,228.0
Hardin-Rojas,747.0
Melendez PLC,519.0
"Herman, Blackwell and Lam",161.0
"Bryant, Walker and Ball",961.0
"French, Wallace and Houston",664.0
"Fowler, Petty and Russo",621.0
Orozco PLC,833.0
Rios-Wilson,783.0
Pham and Sons,577.0
Gutierrez LLC,785.0
Oneill-Obrien,948.0
Hardin-Whitaker,188.0
Mathis LLC,387.0
Payne Group,156.0
Dillon LLC,350.0
"Lamb, Finley and Hall",413.0
"Lloyd, Daniels and Raymond",279.0
Proctor-Harper,418.0
"Mcguire, Hogan and Gibbs",46.0
"Berger, Owens and Bruce",443.0
Winters-Tapia,39.0
Blair-Mejia,899.0
"Boone, Wilkinson and Landry",566.0
"Reyes, Barber and Carter",311.0
"Patrick, Ware and Carey",538.0
"Baker, Mcclure and Hughes",974.0
Hutchinson-Mullins,583.0
Delacruz-Graham,214.0
"Alvarado, Merritt and Daniel",685.0
Davies Ltd,320.5
Perry-Tate,118.0
"Herman, Tanner and Hinton",374.0
Shaffer-Lucas,810.0
Shaffer-Singleton,891.0
Rhodes-May,190.0
Lawrence and Sons,294.0
Potts PLC,227.0
"Vargas, Barr and Hunt",873.0
Bond-Terrell,184.0
"Morse, Valenzuela and Nicholson",498.0
Carson PLC,478.5
Mack and Sons,64.0
Henry Group,446.0
Whitney-Hart,833.0
Ruiz-Farrell,528.0
"Sosa, Hicks and Wallace",993.0
"York, Shepherd and Burton",863.0
"Goodman, Horn and Bradshaw",504.0
"Blankenship, Orr and Gay",511.0
Wise-Bowman,196.0
Ryan Inc,184.0
"Sutton, Howe and Ortega",273.0
Gilbert-Espinoza,591.0
Salas LLC,173.0
Melendez-Gross,773.0
Mora-Wilkins,417.0
"Miranda, Wong and Lucas",676.0
Webb-Vaughn,836.0
"Salas, James and Hardin",723.0
Berry-Stein,814.0
Mays Group,394.0
Haney-Finley,123.0
"Jensen, Rice and Conner",484.0
Stone Ltd,133.0
Clark-Booth,485.0
"Willis, Flores and Baldwin",68.0
Ellis-Roth,734.0
Brewer Group,207.5
"Vaughan, Le and Downs",384.0
Palmer-Callahan,863.0
Gill-Mcneil,47.0
Morales and Sons,132.0
Bolton PLC,712.0
"Brewer, Pennington and Oconnell",570.0
Clarke-Mckay,959.0
"Cobb, Cervantes and Johns",317.0
Ingram and Sons,782.0
Webb Group,818.0
Chaney Inc,886.0
Stevens-Sparks,921.0
Mcmillan-Ibarra,65.0
"Reilly, Weeks and Best",294.0
"Neal, Randall and Dodson",487.0
Paul-Bush,645.0
Holmes PLC,114.0
"Smith, Willis and Walls",237.0
Erickson-Steele,146.0
Reilly and Sons,91.0
Chan-Chan,892.0
Fox-Briggs,94.0
Ellis-Hogan,257.0
Lara-Brady,183.0
Beard-Cochran,306.0
"Rollins, Perez and Villegas",57.0
Mayo Ltd,593.0
"Bowers, Palmer and Romero",435.0
"Galloway, Perez and Rivas",198.0
"Cobb, Lindsey and Lozano",467.0
Brooks-Love,182.0
Cordova-Forbes,730.0
Rice-Lam,633.0
Ali PLC,250.5
Curtis-Ayala,242.0
"Hoover, Peck and Johnson",396.0
Reyes and Sons,80.0
Hall PLC,501.0
Klein-Underwood,62.0
"Leblanc, Stephens and Barry",54.0
Juarez-Shea,86.0
Harvey and Sons,330.0
"Berry, Peterson and Diaz",140.0
Hinton-Jimenez,847.0
"Savage, Farley and Burns",929.0
"Nunez, Clayton and Hanna",571.0
"Perez, Thompson and Perry",845.0
Hickman-Krause,261.0
Wise-Maxwell,354.0
Gallegos PLC,957.0
"Nguyen, Rangel and Horn",637.0
"Crane, Riley and Bautista",908.0
"Jacobson, Ferrell and Daugherty",507.0
Arnold Group,859.0
"Dyer, Oconnell and Santiago",541.0
"Hess, Levine and Gordon",470.0
Montoya Inc,208.0
Steele-Carlson,904.0
Poole LLC,465.0
Beasley-Lozano,36.0
Hancock-English,700.0
"Jackson, Jacobson and Lutz",663.0
"Zuniga, Lopez and Lane",291.0
"Horne, Ray and Blackwell",39.0
Johnson LLC,843.0
Velez-Watson,122.0
Reese-Ross,212.0
"Cole, Wolf and Reese",496.0
"Brock, Burch and Doyle",716.0
"Harper, Long and Casey",118.0
Crosby Inc,883.0
Harrington-Hurley,993.0
Gamble-Marshall,593.0
"Turner, Rivers and Thomas",94.0
"Glover, Wilkins and Vazquez",805.0
Haley-Gonzales,619.0
Bridges-Hickman,960.0
Gutierrez-Price,610.0
"Sullivan, Williams and Steele",396.0
Mckee-Casey,623.0
Cantu PLC,605.0
Dickson PLC,851.0
Nielsen-Strong,815.0
Glass-Bullock,972.0
Stanton-Dawson,280.0
Rush PLC,357.0
Newman-Mora,251.0
Mcmillan-Hurley,953.0
"Woodard, Hardin and Rocha",193.0
Diaz Group,798.0
Small Inc,800.0
"Webster, Alexander and Nichols",404.0
Gaines-Bradley,720.0
Reeves Ltd,552.0
Sparks-Murray,412.0
"Osborne, Perkins and Lynch",178.0
Compton PLC,630.5
Mcfarland-Elliott,221.0
"Copeland, Rocha and Barrera",311.0
"Ray, Coffey and Murillo",711.0
Rich-Hernandez,892.0
"Flowers, Short and Rose",643.0
Cabrera Ltd,389.0
"Short, Zamora and Shepherd",664.0
"Sandoval, Norman and Bennett",980.0
Pruitt PLC,260.5
Banks LLC,489.0
"Morales, Zimmerman and Blair",252.0
"Haas, Travis and Oneill",594.0
"Armstrong, Fitzgerald and Owens",925.0
Ashley Inc,555.0
Webster Inc,842.0
"Ponce, Brown and Camacho",145.0
"Galloway, Carlson and Mayo",48.0
"Wu, Mitchell and Hardin",304.0
Burgess-Huber,725.0
Le and Sons,992.0
"Villanueva, Olson and Banks",699.0
King-Mcguire,135.0
"Conley, Pineda and Davis",24.0
"Collins, Norris and Bryant",157.0
Fox-Reese,704.0
"Livingston, Carlson and Chung",953.0
Mcmillan Group,70.0
Gonzales-Espinoza,724.0
Sampson Inc,264.0
Moore-Johnston,898.0
Garner Inc,45.0
Knapp Inc,457.0
"Kerr, Salas and Buchanan",173.0
Yoder-Peters,859.0
Moreno-Madden,256.0
"Maynard, Osborne and Brooks",860.0
"Knapp, Owens and Young",212.0
Newton and Sons,178.5
Ball PLC,838.0
"Mckee, Haley and Hill",310.0
Olsen LLC,338.0
"Oneill, Quinn and Golden",903.0
Stanley-Bishop,256.0
Haas-Elliott,261.0
"Huff, Ritter and Bright",412.0
"Waters, Levine and Fields",163.0
Mora-Todd,563.0
"Burgess, Carlson and Reynolds",129.0
Ware and Sons,726.0
"Farrell, Avery and Andersen",422.0
"Gilbert, Arias and Collier",943.0
Ponce PLC,453.0
Frey-Nielsen,168.0
"Barker, Pugh and Gill",903.0
Juarez-Burns,137.0
"Bond, Blankenship and Duncan",683.0
Nolan-Mack,34.0
Schultz-French,550.0
French-Wilcox,360.0
Raymond Inc,269.0
Mann PLC,607.0
Haney LLC,99.0
Greene-Arroyo,493.0
"Dorsey, Nielsen and Rowland",47.0
"Lambert, Le and Mccann",231.0
Willis-Parsons,909.0
Owens and Sons,882.0
Morris PLC,510.5
"Atkinson, Moss and Reilly",127.0
Oconnor Inc,381.0
Harper and Sons,569.0
Figueroa-Wolf,858.0
Bishop Inc,329.0
Gross Ltd,389.5
York Group,629.0
"Galvan, Wilson and Winters",840.0
Pennington-Mcpherson,195.0
Mendez-Parrish,366.0
"Zamora, Escobar and Copeland",542.0
"Jones, Pace and Hanna",20.0
Gross-Oconnor,615.0
Mcintosh Inc,54.0
Raymond-Green,513.0
Walters-Singleton,736.0
"Mckee, Stewart and Jensen",617.0
Mcclain Ltd,64.0
Chan and Sons,217.0
"Ochoa, Rose and Galvan",39.0
Watson-Hicks,872.0
Choi Group,155.0
Noble-Shah,348.0
Chung Group,306.0
Burgess LLC,215.0
Hale-Compton,949.0
"Conner, Winters and Graham",390.0
Walker Inc,582.0
Buckley-Landry,681.0
Garcia PLC,155.0
"Novak, Eaton and Gaines",859.0
Nicholson-Joyce,512.0
"Ingram, Watkins and Clayton",157.0
"Livingston, Abbott and Erickson",871.0
Everett and Sons,435.0
"Obrien, Chen and Trevino",553.0
Harmon-Lowery,806.0
"Berg, Oliver and Rubio",37.0
Vasquez and Sons,53.0
"Woodward, Nixon and Davila",683.0
Oconnor-Manning,705.0
Livingston-Cameron,312.0
Dunn-Shea,895.0
Lynch and Sons,95.0
"Sellers, Savage and Mcfarland",802.0
Graves-Pena,234.0
Caldwell-Howard,774.0
Wu-Randolph,204.0
"Harrell, Vazquez and Chandler",153.0
"Harding, Suarez and Mathis",526.0
"Villa, Barber and Morales",162.0
"Mclean, Leon and Dunn",708.0
Pope-Ross,760.0
Walker-Shah,97.0
"Cooke, Bautista and Cameron",142.0
"Vincent, Zimmerman and Rice",358.0
"Shah, Ramos and Santiago",317.0
Cooley Group,849.0
Schmidt PLC,196.5
"Hendrix, Suarez and Barron",951.0
Harrison-Hicks,257.0
Cameron-Salinas,610.0
Henderson-Meadows,835.0
"Moreno, Hartman and Faulkner",539.0
"Ponce, Cobb and Nolan",12.0
"Welch, Acosta and Daugherty",162.0
Hale and Sons,854.0
"Underwood, Valenzuela and Mcknight",926.0
Wright-Nixon,14.0
Booker Inc,411.5
"Beasley, Duffy and Booker",756.0
"Jennings, Forbes and Marshall",780.0
Chandler Inc,434.0
Roy and Sons,558.5
Velez-Berg,542.0
David-Mckinney,49.0
"Mcdowell, Hodge and Potts",685.0
Wallace-Cobb,590.0
"Horne, Mcpherson and Hardin",525.0
Delacruz LLC,574.3333333333334
Houston-Ali,922.0
Wall-Chase,109.0
Rodriguez PLC,158.0
Cline-Vega,935.0
Yu-Compton,785.0
Campbell-Stevenson,759.0
"Burnett, Perry and Coffey",390.0
Mcconnell Ltd,607.0
Farmer-Lopez,614.0
"Petty, Hendrix and Mosley",656.0
Moody Group,305.0
"Reilly, Chung and Dixon",620.0
Blackburn LLC,997.0
Holmes-Davidson,389.0
"Glenn, Cuevas and Freeman",809.0
Hendrix Inc,97.0
Davenport and Sons,674.0
Cain-Cuevas,657.0
Wolf Ltd,655.0
Carroll-Suarez,253.0
"Jacobson, Shaw and Jefferson",766.0
Stein-Bradford,697.0
Shea-Glenn,239.0
Knapp-Gentry,30.0
Brooks-Melendez,830.0
Obrien and Sons,251.0
Becker-Wade,877.0
Sherman Inc,336.0
Terry-Mack,771.0
Leach-Buck,569.0
Love Group,276.5
Mcgrath PLC,744.5
"Conley, Dudley and Brown",220.0
Clarke and Sons,527.0
"Hinton, Collier and Noble",636.0
"Glenn, Pham and Schwartz",30.0
"Beck, Luna and Ayers",750.0
Joyce Inc,910.0
"Mcintyre, Munoz and Jenkins",181.0
Underwood and Sons,745.0
"Hawkins, Walter and Hobbs",234.0
Daugherty-Francis,703.0
"Freeman, Carpenter and Rowe",383.0
"Hood, Collins and Nolan",888.0
"Orr, Boone and Downs",887.0
Harrington-Larson,674.0
Mason-Moss,764.0
Garcia Inc,296.6666666666667
"Freeman, Norris and Johnston",160.0
"Pham, Ford and Frey",998.0
"Whitehead, Peterson and Cabrera",964.0
Potter-Patton,738.0
Blackburn-Holmes,73.0
"Dixon, Allen and Gillespie",93.0
Underwood-Hicks,908.0
"Frederick, Faulkner and Cortez",670.0
Black-Davenport,753.0
Novak LLC,254.0
"Stephenson, Richmond and Ferrell",829.0
Manning-Horton,803.0
Serrano Group,11.0
"Villa, Henry and Garza",839.0
Valencia Ltd,500.0
Vang-Kirby,59.0
"Berry, Walls and Ortiz",465.0
"Davenport, Moon and Riggs",414.0
Walsh PLC,693.0
Wise-Rivers,905.0
Barber Group,196.0
"Frederick, Rosales and Hanna",354.0
Luna LLC,394.0
Bautista-Le,687.0
Lawrence-Blankenship,187.0
Becker-Thompson,988.0
Gallagher-Heath,762.0
"Fritz, Jefferson and Cole",25.0
"Dickson, Cochran and Ritter",564.0
"Nichols, Pruitt and Atkins",698.0
Carroll and Sons,288.0
Cooke Inc,164.0
"Santana, Jensen and Herman",732.0
"Young, Garrison and Neal",788.0
Mccarthy-Brady,893.0
Sanford-Oliver,533.0
Sweeney-Bean,648.0
Finley-Santiago,287.0
Haney-Johnston,644.0
Suarez-Powers,816.0
Thompson Group,387.0
"Yoder, Morton and Durham",920.0
Maxwell-Cruz,363.0
"Patterson, Shelton and Noble",285.0
Pugh-Mccann,792.0
Cook-Reed,834.0
"Holmes, Duran and Pope",536.0
Dunn-Hurley,320.0
"Downs, Powers and Dixon",967.0
Cline-Stone,914.0
Mooney Group,180.0
Bender Group,427.0
"Glover, Barrett and Mercer",559.0
Duran-Watts,571.0
"Schaefer, Morse and Madden",433.0
Kent-Duarte,352.0
Stuart-Kemp,654.0
Arias-Cuevas,525.0
Mullins-Mcdowell,616.0
Huff and Sons,783.0
Holland-Sanders,488.0
Estes-Parrish,898.0
"Crane, Spears and Mata",477.0
"Sherman, Patterson and Caldwell",625.0
Huber-Shelton,544.0
Mathews Ltd,409.5
"Daniels, Carney and Kennedy",391.0
Sampson-Lang,275.0
"King, Bean and Boyer",694.0
Mckay-Bean,358.0
Baxter PLC,82.0
"Best, Wyatt and Kirk",758.0
"Vincent, Turner and Li",40.0
"Robertson, Carter and Anderson",654.0
"Maynard, Buck and Baker",832.0
Clements-Barron,703.0
Banks-Turner,227.0
Ferrell-Perkins,930.0
Carr-Cisneros,409.0
Oneal-Levy,42.0
Heath LLC,494.0
Hayes-Mckay,12.0
"Mack, Ashley and Rasmussen",220.0
"Barber, Lutz and Dickerson",866.0
Carney Group,658.0
Black-Orr,80.0
Herman Group,118.0
Oliver PLC,668.0
Krause Ltd,396.0
Day-Peterson,138.0
"Wolfe, Klein and Riddle",927.0
"Pruitt, Mann and Burns",555.0
Munoz-Lindsey,303.0
Lowe and Sons,118.0
"Mayo, Watson and Bernard",469.0
"Hebert, Schwartz and Hicks",490.0
"Mcclure, Tyler and Campos",839.0
Skinner-Mejia,281.0
Shaffer-Ramos,263.0
Ho-Welch,489.0
Callahan-Price,727.0
"Hays, Obrien and Trujillo",993.0
Maldonado-Key,834.0
"Chapman, Carpenter and York",127.0
Gallagher-Combs,92.0
"Fischer, Downs and Charles",388.0
"Walls, Pace and Browning",253.0
Brock-Burnett,676.0
"Butler, Roberts and Nicholson",632.0
"Morton, Stone and Mclean",606.0
Rogers Ltd,521.0
"Hardy, Jensen and Bartlett",71.0
Neal-Fox,333.0
"Dean, Gill and Howe",771.0
Burgess-Bray,193.0
"Ware, Deleon and Solis",477.0
"Sullivan, Acevedo and Dunlap",307.0
Graves-Mahoney,166.0
"Khan, Galvan and Jacobs",391.0
"Acosta, Eaton and Lester",174.0
"Clark, Pacheco and Curry",554.0
Crosby-Padilla,145.0
"Davis, Hoover and Short",695.0
"Wilson, Manning and Frazier",426.0
Watson PLC,422.0
Larson-Gibbs,746.0
"Russell, Gentry and Cowan",160.0
English-Jacobs,295.0
"Roberts, Compton and Branch",194.0
Preston PLC,401.0
Cross-Waller,384.0
"Walton, Davenport and Lozano",873.0
"Mcconnell, Rich and Massey",361.0
Choi and Sons,623.0
"Patton, Newman and Shah",736.0
Mayer and Sons,224.0
Ortega-Poole,414.0
Wilkerson Group,669.0
Pope Ltd,918.0
Bonilla LLC,474.5
Barnett PLC,637.0
Barton-Salinas,212.0
"Maxwell, House and Rangel",732.0
"Cherry, Valenzuela and Robles",508.0
Morse-Lewis,468.0
Fry-Barnett,202.0
"Moss, Hudson and Santana",492.0
Oconnell and Sons,12.0
"Garcia, Vang and Vance",826.0
"Peck, Mcgee and Weber",871.0
Tate Ltd,437.0
Peterson-Combs,105.0
"Rivers, Zimmerman and Wolfe",252.0
"Maldonado, Foley and Parrish",594.0
"Buchanan, Thompson and Frye",250.0
Small-Cruz,560.0
"Roy, Rivera and Ferrell",805.0
Cisneros Inc,249.0
"Moyer, Wiley and Fischer",493.0
Charles-Hoffman,400.0
Schultz-Espinoza,695.0
Sanchez Ltd,905.0
Kane Ltd,84.66666666666667
"Jimenez, Bond and Rich",180.0
"Leach, Beltran and Parsons",204.0
Mccarthy-Avery,129.0
"Craig, Barajas and Li",400.0
"Lamb, Duarte and Wilkins",401.0
"Spears, Randolph and Benson",916.0
"Mcmillan, Fernandez and Spears",114.0
Hardy-Whitaker,294.0
Mclaughlin Ltd,412.0
Byrd-Beltran,71.0
Morrow and Sons,620.0
"Cooley, Holt and Roy",325.0
"Steele, White and Goodman",19.0
Gillespie-Meyers,303.0
"Campbell, Tucker and Tanner",120.0
Mitchell and Sons,405.0
"Spencer, Cameron and Wilcox",414.0
Weeks Inc,693.5
Mendoza-Russo,694.0
Banks-Keller,303.0
"Khan, Willis and Shepherd",752.0
"Morris, Dudley and Berger",176.0
Benitez and Sons,655.0
"Wu, Proctor and Solis",330.0
"Spears, Huynh and Roman",118.0
Walton-Shannon,603.0
Mason Inc,270.0
"Hanson, Hawkins and Russell",663.0
Leach and Sons,109.0
Camacho Ltd,308.0
"Moran, Hall and Reilly",882.0
Carr-Martin,640.0
Vasquez-Hendricks,474.0
"Meadows, Ewing and Howe",108.0
Tanner and Sons,189.0
Vaughn PLC,425.0
"Zavala, Calderon and Becker",104.0
Vasquez-Frost,350.0
Barr LLC,67.0
"Wallace, Berg and Yang",492.0
Lucero-Lucero,900.0
Eaton Inc,533.0
"Lyons, Watkins and Mccall",107.0
"Clark, Benton and Compton",248.0
Rogers-Roberson,181.0
Bennett Inc,198.0
"Frank, Gray and Ruiz",73.0
Lawrence-Frederick,432.0
